"id_droits_agent","id_agent","code_service","libelle_service","date_modification","version","id_service_ads"
"5835","9005730","DBBC","DF SEB Section des Recettes","2015-08-12T13:35:26.745","3","NULL"
"4544","9004766","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"5838","9005722","DGCA","DAEDU Service du Développement Urbain","2015-08-12T14:00:13.162","2","NULL"
"4545","9005538","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"4546","9005133","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"5840","9004028","EBFC","DEVEA Subdivision Exploitation Voirie","2015-08-17T08:20:19.535","5","NULL"
"3806","9002778","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3807","9002790","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3808","9002939","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3809","9003982","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3810","9003006","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3812","9004379","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3813","9004239","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3816","9004913","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3817","9003717","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3818","9003412","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"4547","9005507","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"3820","9003427","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3821","9002903","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3822","9002252","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3823","9003251","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3825","9003253","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3826","9003252","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3828","9003973","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"5639","9004778","ECCE","DEPEV Section Conception Etudes Travaux","2015-07-08T15:40:05.764","2","NULL"
"5454","9005499","DEFA","DASP Service d'Accueil du Public et de l'Etat Civil","2015-06-22T07:07:06.497","1","NULL"
"5447","9005148","DEFF","SAPEC Section Actes","2015-06-22T07:07:05.916","2","NULL"
"5565","9005655","DFBB","SAD Section Archives","2015-06-24T14:08:59.463","2","NULL"
"4548","9004570","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"4549","9004569","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"4550","9005118","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"4551","9005447","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"3760","9005310","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","10","NULL"
"5350","9005631","BACA","Cellule Communication","2015-06-08T15:06:40.949","2","NULL"
"5353","9004745","BACA","Cellule Communication","2015-06-08T15:06:41.128","2","NULL"
"5354","9005642","BACA","Cellule Communication","2015-06-08T15:06:41.190","2","NULL"
"5355","9005635","BACA","Cellule Communication","2015-06-08T15:06:41.245","2","NULL"
"5356","9004250","BACA","Cellule Communication","2015-06-08T15:06:41.302","2","NULL"
"3829","9004981","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"5402","9002142","EBCC","DB Subdivision du Patrimoine Scolaire et Sportif","2015-06-18T14:46:43.824","5","NULL"
"3831","9003391","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3832","9003392","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0","NULL"
"3833","9003363","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.490","0","NULL"
"3834","9003368","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.490","0","NULL"
"3836","9004392","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0","NULL"
"3837","9005346","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0","NULL"
"3838","9003390","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0","NULL"
"3839","9003781","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0","NULL"
"3841","9003380","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0","NULL"
"4541","9005599","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"4542","9004783","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"5895","9005430","DEEA","DASP Service Juridique et du Contentieux","2015-09-02T13:14:38.390","1","NULL"
"3845","9002940","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3846","9003255","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3847","9003388","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3848","9003399","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3849","9003983","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3851","9004987","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3852","9003779","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3853","9003507","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3854","9004229","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3856","9004799","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3857","9003374","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3858","9003513","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3859","9004685","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3860","9003372","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3861","9004686","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3862","9003778","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3863","9004984","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3864","9003085","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3865","9003376","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3867","9004985","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0","NULL"
"3868","9005042","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3869","9003385","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3870","9004377","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3871","9003375","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3872","9003377","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3873","9003382","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3874","9004798","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3875","9003398","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3877","9003381","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3878","9005044","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3879","9005315","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3880","9004147","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3881","9003793","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3882","9004996","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3883","9004986","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3884","9003981","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3885","9004373","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3887","9003525","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3888","9003718","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3889","9003415","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3891","9003989","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3892","9004231","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3894","9003792","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"4771","9005234","EBEB","DETVEA Subdivision Etudes Voirie","2015-03-13T14:09:03.518","3","NULL"
"3897","9003400","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"4772","9003969","EBEB","DETVEA Subdivision Etudes Voirie","2015-03-13T14:09:03.518","3","NULL"
"3899","9004553","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3900","9004378","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3901","9004223","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"3902","9004936","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0","NULL"
"5455","9003876","DEFD","SAPEC Section Cimetière","2015-06-22T07:07:06.561","2","NULL"
"5602","9005658","EBFD","DEVEA Subdivision Exploitation Eau et Assainissement","2015-06-25T08:59:19.709","5","NULL"
"5603","9005554","EBFD","DEVEA Subdivision Exploitation Eau et Assainissement","2015-06-25T08:59:19.768","5","NULL"
"5632","9005409","DDAB","DRH Pôle Administratif et Budgétaire","2015-06-30T07:42:08.876","4","NULL"
"5113","9004993","DGEA","DAEDU Service du Domaine","2015-05-19T10:12:37.914","2","NULL"
"3929","9003623","DCAB","DSI Pôle Administratif et Budgétaire","2015-03-13T14:09:03.493","0","NULL"
"3930","9005476","DCAB","DSI Pôle Administratif et Budgétaire","2015-03-13T14:09:03.493","0","NULL"
"4535","9005519","DFEA","DJCS Service Municipal des Sports","2015-03-13T14:09:03.511","6","NULL"
"3994","9003695","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","2","NULL"
"3995","9004030","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","2","NULL"
"3996","9004593","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","2","NULL"
"4537","9005137","DFEB","SMS Section Administrative et Comptable","2015-03-13T14:09:03.511","6","NULL"
"4538","9005453","DFEB","SMS Section Administrative et Comptable","2015-03-13T14:09:03.511","6","NULL"
"4539","9005029","DFEB","SMS Section Administrative et Comptable","2015-03-13T14:09:03.511","6","NULL"
"5886","9005731","DFDH","SCF Section Arts Plastiques","2015-09-01T11:14:07.018","4","NULL"
"5633","9005461","DDAB","DRH Pôle Administratif et Budgétaire","2015-06-30T07:42:08.935","4","NULL"
"4552","9005602","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","6","NULL"
"5546","9003791","DHAA","Direction des Services d'Incendie et de Secours","2015-06-23T07:35:12.620","2","NULL"
"5548","9005208","DHAA","Direction des Services d'Incendie et de Secours","2015-06-23T07:35:47.135","2","NULL"
"5640","9005720","DBBB","DF SEB Section des Dépenses","2015-07-09T08:03:59.314","3","NULL"
"5836","9005730","DBBC","DF SEB Section des Recettes","2015-08-12T13:39:14.402","0","NULL"
"5837","9005720","DBBB","DF SEB Section des Dépenses","2015-08-12T13:39:54.969","0","NULL"
"4555","9005556","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","6","NULL"
"5398","9003143","ECCD","DEPEV Subdivision Espaces Verts","2015-06-15T08:22:55.993","1","NULL"
"3948","9005374","DCDA","DSI Service de l'Information Géographique","2015-03-13T14:09:03.494","0","NULL"
"3949","9004217","DCDB","DSI SIG Département Géomatique et Cartographie","2015-03-13T14:09:03.494","0","NULL"
"3950","9005004","DCDB","DSI SIG Département Géomatique et Cartographie","2015-03-13T14:09:03.494","0","NULL"
"3951","9005237","DCDB","DSI SIG Département Géomatique et Cartographie","2015-03-13T14:09:03.494","0","NULL"
"3952","9004001","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0","NULL"
"3953","9003347","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0","NULL"
"3954","9005413","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0","NULL"
"3955","9004487","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0","NULL"
"4557","9004603","DFEE","SMS Section Piscine du Ouen Toro","2015-03-13T14:09:03.511","6","NULL"
"4569","9003534","DFEG","SMS Equipes des Ateliers","2015-03-13T14:09:03.512","6","NULL"
"4570","9003612","DFEG","SMS Equipes des Ateliers","2015-03-13T14:09:03.512","6","NULL"
"4571","9004349","DFEG","SMS Equipes des Ateliers","2015-03-13T14:09:03.512","6","NULL"
"4572","9004011","DFEG","SMS Equipes des Ateliers","2015-03-13T14:09:03.512","6","NULL"
"4573","9004237","DFEG","SMS Equipes des Ateliers","2015-03-13T14:09:03.512","6","NULL"
"4574","9004160","DFEG","SMS Equipes des Ateliers","2015-03-13T14:09:03.512","6","NULL"
"5675","9004522","DAJF","SIPRES Section Lutte Anti Vecteurs","2015-07-22T07:22:47.921","5","NULL"
"5559","9005629","DBBA","DF Service de l'Exécution Budgétaire","2015-06-24T13:37:04.794","3","NULL"
"5839","9003990","DAGE","DPM Unité Prévention Contrôles","2015-08-13T14:40:44.764","3","NULL"
"5897","9003139","DFAB","DJCS Pôle Administratif et Budgétaire","2015-09-03T13:16:32.761","1","NULL"
"4553","9005364","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"4554","9005474","DFED","SMS Section Animations Sportives","2015-03-13T14:09:03.511","7","NULL"
"5769","9003807","DFCL","SVQ Pôle Vie de la Cité - Insertion et logistique","2015-07-28T13:11:56.514","1","NULL"
"5719","9003951","ECCD","DEPEV Subdivision Espaces Verts","2015-07-22T09:43:36.739","4","NULL"
"5720","9003579","ECCC","DEPEV Subdivision Propreté Urbaine","2015-07-22T09:43:36.793","4","NULL"
"5721","9003289","ECCB","DEPEV Secrétariat","2015-07-22T09:43:36.850","4","NULL"
"5351","9005245","BACA","Cellule Communication","2015-06-08T15:06:41.009","2","NULL"
"3987","9004973","DEAC","DASP Pôle de Services Publics","2015-03-13T14:09:03.495","0","NULL"
"4773","9003817","EBEB","DETVEA Subdivision Etudes Voirie","2015-03-13T14:09:03.518","3","NULL"
"5352","9005709","BACA","Cellule Communication","2015-06-08T15:06:41.067","2","NULL"
"5770","9004436","DFCL","SVQ Pôle Vie de la Cité - Insertion et logistique","2015-07-28T13:11:56.577","1","NULL"
"5771","9003503","DFCL","SVQ Pôle Vie de la Cité - Insertion et logistique","2015-07-28T13:11:56.632","1","NULL"
"5772","9005378","DFCL","SVQ Pôle Vie de la Cité - Insertion et logistique","2015-07-28T13:11:56.687","1","NULL"
"5773","9005650","DFCL","SVQ Pôle Vie de la Cité - Insertion et logistique","2015-07-28T13:11:56.749","1","NULL"
"5896","9005486","DFAB","DJCS Pôle Administratif et Budgétaire","2015-09-03T13:16:07.386","1","NULL"
"5557","9005603","DBCA","DF Service de la Préparation Budgétaire","2015-06-24T13:28:36.861","2","NULL"
"3992","9004407","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","0","NULL"
"4001","9003285","DECA","DASP Service du Courrier","2015-03-13T14:09:03.495","0","NULL"
"5774","9002475","DFCK","SVQ Pôle Vie de la Cité - Parentalité","2015-07-28T13:11:56.806","1","NULL"
"5775","9003191","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:56.864","1","NULL"
"5776","9004132","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:56.950","1","NULL"
"3969","9005544","DDBB","DRH SEFP Section Prévention Santé au Travail","2015-03-13T14:09:03.495","3","NULL"
"5777","9005711","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:57.012","1","NULL"
"5641","9003951","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:14:32.098","0","NULL"
"5778","9004278","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:57.079","1","NULL"
"5779","9004721","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:57.175","1","NULL"
"4013","9005613","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0","NULL"
"4014","9004774","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0","NULL"
"4015","9004546","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0","NULL"
"4016","9003492","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0","NULL"
"4017","9005546","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0","NULL"
"4018","9004353","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0","NULL"
"4019","9002245","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0","NULL"
"4020","9005302","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0","NULL"
"4021","9005184","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0","NULL"
"4022","9005155","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4023","9003730","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4024","9005217","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4025","9004037","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4843","9003949","EBFD","DEVEA Subdivision Exploitation Eau et Assainissement","2015-03-13T14:09:03.520","3","NULL"
"5780","9004870","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:57.277","1","NULL"
"5781","9005539","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:57.352","1","NULL"
"5782","9005120","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:57.426","1","NULL"
"5783","9005511","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-07-28T13:11:57.520","1","NULL"
"5784","9005715","DFCL","SVQ Pôle Vie de la Cité - Insertion et logistique","2015-07-28T13:11:57.621","1","NULL"
"4844","9005531","EBFD","DEVEA Subdivision Exploitation Eau et Assainissement","2015-03-13T14:09:03.520","3","NULL"
"5785","9004446","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-07-28T13:11:57.712","1","NULL"
"4845","9005451","EBFD","DEVEA Subdivision Exploitation Eau et Assainissement","2015-03-13T14:09:03.520","3","NULL"
"4846","9005554","EBFD","DEVEA Subdivision Exploitation Eau et Assainissement","2015-03-13T14:09:03.520","3","NULL"
"5643","9005712","ECCC","DEPEV Subdivision Propreté Urbaine","2015-07-09T14:15:36.786","0","NULL"
"3971","9005402","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.495","4","NULL"
"3972","9005498","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.495","4","NULL"
"3973","9002962","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.495","4","NULL"
"5644","9002275","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:16:13.107","0","NULL"
"5651","9005418","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:18:30.051","0","NULL"
"5460","9003359","DEFE","SAPEC Section Morgue","2015-06-22T07:07:06.867","2","NULL"
"4027","9004890","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4028","9004885","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4029","9004886","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4030","9004887","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4031","9004888","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4032","9004889","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4033","9004852","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4034","9004813","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4035","9004757","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4036","9004753","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0","NULL"
"4037","9004692","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4038","9004668","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4039","9004629","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4040","9004623","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4041","9004622","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4042","9004859","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4043","9004853","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4044","9004851","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4045","9004754","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4046","9004755","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4047","9004762","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4048","9004760","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4049","9004756","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4050","9004615","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4051","9004620","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4052","9004417","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4053","9003544","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4054","9003438","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4055","9003458","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4056","9003263","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4057","9004040","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4058","9002375","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4059","9004163","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4060","9003261","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4063","9004382","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4064","9005162","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4065","9002262","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4066","9004027","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"4067","9003148","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0","NULL"
"5634","9004955","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-06-30T10:45:33.219","3","NULL"
"5635","9004735","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-06-30T10:45:45.063","3","NULL"
"5111","9005645","EBEC","DETVEA Subdivision Etudes Eau et Assainissement","2015-05-19T10:03:01.975","8","NULL"
"4073","9004325","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"4074","9003054","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"5636","9003742","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-06-30T10:45:54.469","3","NULL"
"4076","9003804","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"3989","9005167","DEAB","DASP Pôle Administratif et Budgétaire","2015-03-13T14:09:03.495","2","NULL"
"3990","9005097","DEAB","DASP Pôle Administratif et Budgétaire","2015-03-13T14:09:03.495","2","NULL"
"5390","9003083","ECCD","DEPEV Subdivision Espaces Verts","2015-06-15T08:22:55.459","1","NULL"
"5391","9004013","ECCD","DEPEV Subdivision Espaces Verts","2015-06-15T08:22:55.519","1","NULL"
"4077","9004159","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"5637","9004209","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-06-30T10:46:11.293","3","NULL"
"5638","9005663","EBCB","DB Section Administrative et Comptable","2015-07-01T14:01:06.428","0","NULL"
"4081","9004693","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"5645","9003326","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:16:28.100","0","NULL"
"4778","9005489","EBED","DETVEA Subdivision Travaux Neufs Voirie","2015-03-13T14:09:03.518","4","NULL"
"4787","9004662","EBFB","DEVEA Section Administrative et Comptable","2015-03-13T14:09:03.518","3","NULL"
"4085","9003124","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"4087","9003946","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"5646","9003950","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:16:45.563","0","NULL"
"4090","9005156","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"4788","9004335","EBFB","DEVEA Section Administrative et Comptable","2015-03-13T14:09:03.518","11","NULL"
"4092","9004047","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"5647","9003952","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:17:10.001","0","NULL"
"5648","9004277","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:17:26.715","0","NULL"
"5649","9003985","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:17:46.210","0","NULL"
"4789","9004877","EBFB","DEVEA Section Administrative et Comptable","2015-03-13T14:09:03.518","11","NULL"
"4790","9005324","EBFB","DEVEA Section Administrative et Comptable","2015-03-13T14:09:03.518","11","NULL"
"5650","9004006","ECCD","DEPEV Subdivision Espaces Verts","2015-07-09T14:18:04.204","0","NULL"
"4791","9005360","EBFB","DEVEA Section Administrative et Comptable","2015-03-13T14:09:03.518","11","NULL"
"4100","9004383","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.498","0","NULL"
"5236","9004612","EBFB","DEVEA Section Administrative et Comptable","2015-06-03T07:30:48.837","9","NULL"
