"id_pointage","id_agent","id_type_pointage","date_lundi","date_debut","date_fin","quantite","id_pointage_parent","id_ref_prime","is_hsup_recuperee","id_comment_motif","id_comment_commentaire","version","id_ref_type_absence"
"40","9004430","1","2014-05-05T00:00:00.000","2014-05-06T07:15:00.000","2014-05-06T15:30:00.000","NULL","NULL","NULL","NULL","38","NULL","2","2"
"39","9004430","1","2014-05-05T00:00:00.000","2014-05-05T07:15:00.000","2014-05-05T15:30:00.000","NULL","NULL","NULL","NULL","37","NULL","2","2"
"48","9004430","1","2014-05-12T00:00:00.000","2014-05-16T07:15:00.000","2014-05-16T15:00:00.000","NULL","NULL","NULL","NULL","46","NULL","1","2"
"47","9004430","1","2014-05-12T00:00:00.000","2014-05-15T07:15:00.000","2014-05-15T15:00:00.000","NULL","NULL","NULL","NULL","45","NULL","1","2"
"46","9004430","1","2014-05-12T00:00:00.000","2014-05-14T07:15:00.000","2014-05-14T15:00:00.000","NULL","NULL","NULL","NULL","44","NULL","1","2"
"45","9004430","1","2014-05-12T00:00:00.000","2014-05-13T07:15:00.000","2014-05-13T15:00:00.000","NULL","NULL","NULL","NULL","43","NULL","1","2"
"44","9004430","1","2014-05-12T00:00:00.000","2014-05-12T07:15:00.000","2014-05-12T15:00:00.000","NULL","NULL","NULL","NULL","42","NULL","1","2"
"116","9004430","1","2014-05-19T00:00:00.000","2014-05-23T07:15:00.000","2014-05-23T15:00:00.000","NULL","NULL","NULL","NULL","122","NULL","1","2"
"115","9004430","1","2014-05-19T00:00:00.000","2014-05-22T07:15:00.000","2014-05-22T15:00:00.000","NULL","NULL","NULL","NULL","121","NULL","1","2"
"114","9004430","1","2014-05-19T00:00:00.000","2014-05-21T07:15:00.000","2014-05-21T15:00:00.000","NULL","NULL","NULL","NULL","120","NULL","1","2"
"113","9004430","1","2014-05-19T00:00:00.000","2014-05-20T07:15:00.000","2014-05-20T15:00:00.000","NULL","NULL","NULL","NULL","119","NULL","1","2"
"112","9004430","1","2014-05-19T00:00:00.000","2014-05-19T07:15:00.000","2014-05-19T15:00:00.000","NULL","NULL","NULL","NULL","118","NULL","1","2"
"111","9004430","1","2014-05-26T00:00:00.000","2014-05-30T07:15:00.000","2014-05-30T15:00:00.000","NULL","NULL","NULL","NULL","117","NULL","1","2"
"110","9004430","1","2014-05-26T00:00:00.000","2014-05-29T07:15:00.000","2014-05-29T15:00:00.000","NULL","NULL","NULL","NULL","116","NULL","1","2"
"109","9004430","1","2014-05-26T00:00:00.000","2014-05-28T07:15:00.000","2014-05-28T15:00:00.000","NULL","NULL","NULL","NULL","115","NULL","1","2"
"108","9004430","1","2014-05-26T00:00:00.000","2014-05-27T07:15:00.000","2014-05-27T15:00:00.000","NULL","NULL","NULL","NULL","114","NULL","1","2"
"107","9004430","1","2014-05-26T00:00:00.000","2014-05-26T07:15:00.000","2014-05-26T15:00:00.000","NULL","NULL","NULL","NULL","113","NULL","1","2"
"16","9003408","1","2014-05-05T00:00:00.000","2014-05-06T14:00:00.000","2014-05-06T15:30:00.000","NULL","NULL","NULL","NULL","14","NULL","1","1"
"76","9003408","1","2014-05-12T00:00:00.000","2014-05-17T07:15:00.000","2014-05-17T15:30:00.000","NULL","NULL","NULL","NULL","74","NULL","1","2"
"75","9003408","1","2014-05-12T00:00:00.000","2014-05-16T07:15:00.000","2014-05-16T15:30:00.000","NULL","NULL","NULL","NULL","73","NULL","1","2"
"74","9003408","1","2014-05-12T00:00:00.000","2014-05-15T07:15:00.000","2014-05-15T15:30:00.000","NULL","NULL","NULL","NULL","72","NULL","1","2"
"62","9003408","1","2014-05-12T00:00:00.000","2014-05-14T07:15:00.000","2014-05-14T15:30:00.000","NULL","NULL","NULL","NULL","60","NULL","1","2"
"25","9003578","2","2014-05-05T00:00:00.000","2014-05-07T17:15:00.000","2014-05-07T19:30:00.000","NULL","NULL","NULL","false","23","NULL","1","NULL"
"24","9003578","2","2014-05-05T00:00:00.000","2014-05-06T17:15:00.000","2014-05-06T19:30:00.000","NULL","NULL","NULL","false","22","NULL","1","NULL"
"23","9003578","2","2014-05-05T00:00:00.000","2014-05-05T17:15:00.000","2014-05-05T19:30:00.000","NULL","NULL","NULL","false","21","NULL","1","NULL"
"61","9003578","2","2014-05-12T00:00:00.000","2014-05-13T17:15:00.000","2014-05-13T19:30:00.000","NULL","NULL","NULL","false","59","NULL","1","NULL"
"60","9003578","2","2014-05-12T00:00:00.000","2014-05-12T17:15:00.000","2014-05-12T19:30:00.000","NULL","NULL","NULL","false","58","NULL","1","NULL"
"89","9003578","1","2014-05-19T00:00:00.000","2014-05-23T07:15:00.000","2014-05-23T15:00:00.000","NULL","NULL","NULL","NULL","87","NULL","1","1"
"88","9003578","1","2014-05-19T00:00:00.000","2014-05-22T07:15:00.000","2014-05-22T15:00:00.000","NULL","NULL","NULL","NULL","86","NULL","1","1"
"13","9004280","1","2014-05-05T00:00:00.000","2014-05-07T07:15:00.000","2014-05-07T15:30:00.000","NULL","NULL","NULL","NULL","11","NULL","2","1"
"58","9004280","1","2014-05-12T00:00:00.000","2014-05-15T07:15:00.000","2014-05-15T11:30:00.000","NULL","NULL","NULL","NULL","56","NULL","1","1"
"56","9004280","1","2014-05-12T00:00:00.000","2014-05-13T12:00:00.000","2014-05-13T15:30:00.000","NULL","NULL","NULL","NULL","54","NULL","1","1"
"55","9004472","1","2014-05-12T00:00:00.000","2014-05-13T15:00:00.000","2014-05-13T15:30:00.000","NULL","NULL","NULL","NULL","53","NULL","1","1"
"33","9004634","2","2014-05-05T00:00:00.000","2014-05-05T15:30:00.000","2014-05-05T16:30:00.000","NULL","NULL","NULL","true","31","NULL","1","NULL"
"85","9004634","1","2014-05-12T00:00:00.000","2014-05-16T07:15:00.000","2014-05-16T07:45:00.000","NULL","NULL","NULL","NULL","83","NULL","1","1"
"32","9003304","1","2014-05-05T00:00:00.000","2014-05-07T07:15:00.000","2014-05-07T15:30:00.000","NULL","NULL","NULL","NULL","30","NULL","1","2"
"78","9003304","1","2014-05-12T00:00:00.000","2014-05-15T07:15:00.000","2014-05-15T15:30:00.000","NULL","NULL","NULL","NULL","76","NULL","1","2"
"77","9003304","1","2014-05-12T00:00:00.000","2014-05-12T07:15:00.000","2014-05-12T15:30:00.000","NULL","NULL","NULL","NULL","75","NULL","1","2"
"65","9003304","1","2014-05-12T00:00:00.000","2014-05-14T07:15:00.000","2014-05-14T15:30:00.000","NULL","NULL","NULL","NULL","63","NULL","1","2"
"64","9003304","1","2014-05-12T00:00:00.000","2014-05-13T07:15:00.000","2014-05-13T15:30:00.000","NULL","NULL","NULL","NULL","62","NULL","1","2"
"156","9005446","2","2014-07-28T00:00:00.000","2014-08-02T08:00:00.000","2014-08-02T18:00:00.000","NULL","NULL","NULL","false","166","NULL","0","NULL"
"157","9005446","2","2014-07-28T00:00:00.000","2014-08-03T08:00:00.000","2014-08-03T13:00:00.000","NULL","NULL","NULL","false","167","NULL","0","NULL"
"151","9003876","3","2014-08-11T00:00:00.000","2014-08-16T00:00:00.000","2014-08-16T00:00:00.000","1","NULL","14","NULL","161","NULL","1","NULL"
"150","9003876","3","2014-08-11T00:00:00.000","2014-08-16T00:00:00.000","2014-08-16T00:00:00.000","1","NULL","35","NULL","160","NULL","1","NULL"
"148","9003876","3","2014-08-11T00:00:00.000","2014-08-15T00:00:00.000","2014-08-15T00:00:00.000","1","NULL","14","NULL","158","NULL","1","NULL"
"147","9003876","3","2014-08-11T00:00:00.000","2014-08-15T00:00:00.000","2014-08-15T00:00:00.000","1","NULL","35","NULL","157","NULL","1","NULL"
"145","9002333","2","2014-08-11T00:00:00.000","2014-08-17T08:00:00.000","2014-08-17T11:00:00.000","NULL","NULL","NULL","false","155","NULL","1","NULL"
"144","9002333","2","2014-08-11T00:00:00.000","2014-08-16T08:00:00.000","2014-08-16T14:30:00.000","NULL","NULL","NULL","false","154","NULL","1","NULL"
"143","9002333","2","2014-08-11T00:00:00.000","2014-08-15T08:00:00.000","2014-08-15T15:00:00.000","NULL","NULL","NULL","false","153","NULL","1","NULL"
"171","9002229","2","2014-08-11T00:00:00.000","2014-08-15T07:00:00.000","2014-08-15T20:00:00.000","NULL","NULL","NULL","false","178","NULL","0","NULL"
"172","9002229","2","2014-08-11T00:00:00.000","2014-08-16T07:00:00.000","2014-08-16T18:00:00.000","NULL","NULL","NULL","false","179","NULL","0","NULL"
"173","9002229","2","2014-08-11T00:00:00.000","2014-08-17T07:00:00.000","2014-08-17T13:00:00.000","NULL","NULL","NULL","false","180","NULL","0","NULL"
"208","9004363","2","2014-06-09T00:00:00.000","2014-06-12T07:00:00.000","2014-06-12T07:30:00.000","NULL","NULL","NULL","false","201","NULL","1","NULL"
"207","9004363","2","2014-06-09T00:00:00.000","2014-06-11T07:00:00.000","2014-06-11T07:30:00.000","NULL","NULL","NULL","false","200","NULL","1","NULL"
"206","9004363","2","2014-06-09T00:00:00.000","2014-06-10T07:00:00.000","2014-06-10T07:30:00.000","NULL","NULL","NULL","false","199","NULL","1","NULL"
"205","9004363","2","2014-06-09T00:00:00.000","2014-06-09T08:00:00.000","2014-06-09T11:00:00.000","NULL","NULL","NULL","false","198","NULL","1","NULL"
"162","9004473","2","2014-06-09T00:00:00.000","2014-06-13T16:00:00.000","2014-06-13T17:00:00.000","NULL","NULL","NULL","false","172","NULL","1","NULL"
"161","9004473","2","2014-06-09T00:00:00.000","2014-06-12T20:00:00.000","2014-06-12T23:00:00.000","NULL","NULL","NULL","false","171","NULL","1","NULL"
"160","9004473","2","2014-06-09T00:00:00.000","2014-06-09T20:00:00.000","2014-06-09T23:00:00.000","NULL","NULL","NULL","false","170","NULL","1","NULL"
"159","9005446","2","2014-07-14T00:00:00.000","2014-07-15T16:00:00.000","2014-07-15T20:00:00.000","NULL","NULL","NULL","false","169","NULL","1","NULL"
"158","9005446","2","2014-07-14T00:00:00.000","2014-07-14T08:00:00.000","2014-07-14T14:00:00.000","NULL","NULL","NULL","false","168","NULL","1","NULL"
"186","9005446","2","2014-08-11T00:00:00.000","2014-08-17T08:00:00.000","2014-08-17T13:00:00.000","NULL","NULL","NULL","false","186","NULL","1","NULL"
"185","9005446","2","2014-08-11T00:00:00.000","2014-08-16T08:00:00.000","2014-08-16T18:00:00.000","NULL","NULL","NULL","false","185","NULL","1","NULL"
"301","9005317","2","2014-08-11T00:00:00.000","2014-08-17T18:00:00.000","2014-08-18T12:00:00.000","NULL","NULL","NULL","false","276","NULL","1","NULL"
"300","9005317","2","2014-08-11T00:00:00.000","2014-08-15T18:00:00.000","2014-08-16T12:00:00.000","NULL","NULL","NULL","false","275","NULL","1","NULL"
"184","9005446","2","2014-08-11T00:00:00.000","2014-08-15T08:00:00.000","2014-08-15T20:00:00.000","NULL","NULL","NULL","false","184","NULL","1","NULL"
"310","9005317","2","2014-08-11T00:00:00.000","2014-08-17T18:00:00.000","2014-08-18T04:00:00.000","NULL","301","NULL","false","285","NULL","1","NULL"
"309","9005317","2","2014-08-11T00:00:00.000","2014-08-16T04:00:00.000","2014-08-16T12:00:00.000","NULL","NULL","NULL","false","284","NULL","1","NULL"
"308","9005317","2","2014-08-11T00:00:00.000","2014-08-15T18:00:00.000","2014-08-16T04:00:00.000","NULL","300","NULL","false","283","NULL","1","NULL"
"155","9005446","2","2014-07-28T00:00:00.000","2014-08-01T08:00:00.000","2014-08-01T20:00:00.000","NULL","NULL","NULL","false","165","NULL","1","NULL"
"242","9004363","2","2014-07-14T00:00:00.000","2014-07-18T15:00:00.000","2014-07-18T17:00:00.000","NULL","NULL","NULL","false","235","NULL","1","NULL"
"311","9005317","2","2014-08-18T00:00:00.000","2014-08-18T04:00:00.000","2014-08-18T12:00:00.000","NULL","NULL","NULL","false","286","NULL","1","NULL"
"243","9004173","2","2014-07-14T00:00:00.000","2014-07-14T11:00:00.000","2014-07-14T11:00:00.000","NULL","NULL","NULL","false","236","NULL","0","NULL"
"290","9004662","2","2014-06-09T00:00:00.000","2014-06-15T08:00:00.000","2014-06-15T16:00:00.000","NULL","NULL","NULL","false","271","NULL","1","NULL"
"289","9004662","2","2014-06-09T00:00:00.000","2014-06-14T08:00:00.000","2014-06-14T16:00:00.000","NULL","NULL","NULL","false","270","NULL","1","NULL"
"288","9004662","2","2014-06-09T00:00:00.000","2014-06-13T15:00:00.000","2014-06-13T16:00:00.000","NULL","NULL","NULL","false","269","NULL","1","NULL"
"287","9004662","2","2014-06-09T00:00:00.000","2014-06-12T20:00:00.000","2014-06-12T23:00:00.000","NULL","NULL","NULL","false","268","NULL","1","NULL"
"286","9004662","1","2014-06-09T00:00:00.000","2014-06-10T07:00:00.000","2014-06-10T15:00:00.000","NULL","NULL","NULL","NULL","267","NULL","1","1"
"296","9002940","3","2014-06-09T00:00:00.000","2014-06-14T06:00:00.000","2014-06-14T14:00:00.000","0","NULL","9","NULL","NULL","NULL","1","NULL"
"295","9002940","3","2014-06-09T00:00:00.000","2014-06-13T06:00:00.000","2014-06-13T14:00:00.000","0","NULL","9","NULL","NULL","NULL","1","NULL"
"294","9002940","3","2014-06-09T00:00:00.000","2014-06-12T13:00:00.000","2014-06-12T21:00:00.000","0","NULL","9","NULL","NULL","NULL","1","NULL"
"293","9002940","3","2014-06-09T00:00:00.000","2014-06-11T13:00:00.000","2014-06-11T21:00:00.000","0","NULL","9","NULL","NULL","NULL","1","NULL"
"292","9002940","3","2014-06-09T00:00:00.000","2014-06-10T21:00:00.000","2014-06-11T05:00:00.000","0","NULL","9","NULL","NULL","NULL","1","NULL"
"291","9002940","3","2014-06-09T00:00:00.000","2014-06-09T21:00:00.000","2014-06-10T05:00:00.000","0","NULL","9","NULL","NULL","NULL","1","NULL"
"263","9004147","2","2014-06-09T00:00:00.000","2014-06-13T15:00:00.000","2014-06-13T16:00:00.000","NULL","NULL","NULL","false","251","NULL","1","NULL"
"262","9004147","2","2014-06-09T00:00:00.000","2014-06-12T20:00:00.000","2014-06-12T23:00:00.000","NULL","NULL","NULL","false","250","NULL","1","NULL"
"285","9004464","2","2014-07-14T00:00:00.000","2014-07-20T08:00:00.000","2014-07-20T16:00:00.000","NULL","NULL","NULL","false","266","NULL","1","NULL"
"261","9004444","2","2014-06-09T00:00:00.000","2014-06-13T15:00:00.000","2014-06-13T16:00:00.000","NULL","NULL","NULL","false","249","NULL","1","NULL"
"260","9004444","2","2014-06-09T00:00:00.000","2014-06-11T20:00:00.000","2014-06-11T23:00:00.000","NULL","NULL","NULL","false","248","NULL","1","NULL"
"259","9004444","2","2014-06-09T00:00:00.000","2014-06-09T20:00:00.000","2014-06-09T23:00:00.000","NULL","NULL","NULL","false","247","NULL","1","NULL"
"307","9004559","2","2014-06-09T00:00:00.000","2014-06-12T20:00:00.000","2014-06-12T23:00:00.000","NULL","NULL","NULL","false","282","NULL","1","NULL"
"306","9004559","2","2014-06-09T00:00:00.000","2014-06-10T20:00:00.000","2014-06-10T23:00:00.000","NULL","NULL","NULL","false","281","NULL","1","NULL"
"305","9004559","2","2014-06-09T00:00:00.000","2014-06-09T20:00:00.000","2014-06-09T23:00:00.000","NULL","NULL","NULL","false","280","NULL","1","NULL"
"279","9002339","2","2014-06-09T00:00:00.000","2014-06-15T08:00:00.000","2014-06-15T16:00:00.000","NULL","NULL","NULL","false","261","NULL","1","NULL"
"277","9002339","2","2014-06-09T00:00:00.000","2014-06-14T08:00:00.000","2014-06-14T16:00:00.000","NULL","NULL","NULL","false","260","NULL","1","NULL"
"276","9002339","2","2014-06-09T00:00:00.000","2014-06-13T15:00:00.000","2014-06-13T16:00:00.000","NULL","NULL","NULL","false","259","NULL","1","NULL"
"275","9002339","2","2014-06-09T00:00:00.000","2014-06-12T20:00:00.000","2014-06-12T23:00:00.000","NULL","NULL","NULL","false","258","NULL","1","NULL"
"274","9002339","1","2014-06-09T00:00:00.000","2014-06-10T07:00:00.000","2014-06-10T15:00:00.000","NULL","NULL","NULL","NULL","257","NULL","1","1"
"297","9002339","2","2014-07-14T00:00:00.000","2014-07-20T18:00:00.000","2014-07-21T12:00:00.000","NULL","NULL","NULL","false","272","NULL","1","NULL"
"280","9002339","3","2014-06-09T00:00:00.000","2014-06-15T00:00:00.000","2014-06-15T00:00:00.000","1","NULL","37","NULL","NULL","NULL","1","NULL"
"278","9002339","3","2014-06-09T00:00:00.000","2014-06-14T00:00:00.000","2014-06-14T00:00:00.000","1","NULL","37","NULL","NULL","NULL","1","NULL"
"273","9002339","3","2014-06-09T00:00:00.000","2014-06-09T00:00:00.000","2014-06-09T00:00:00.000","1","NULL","37","NULL","NULL","NULL","1","NULL"
"267","9003401","2","2014-07-14T00:00:00.000","2014-07-18T15:00:00.000","2014-07-18T16:00:00.000","NULL","NULL","NULL","false","255","NULL","1","NULL"
"266","9003401","2","2014-07-14T00:00:00.000","2014-07-17T20:00:00.000","2014-07-17T23:00:00.000","NULL","NULL","NULL","false","254","NULL","1","NULL"
"271","9003401","3","2014-07-14T00:00:00.000","2014-07-18T00:00:00.000","2014-07-18T00:00:00.000","540","NULL","26","NULL","NULL","NULL","1","NULL"
"270","9003401","3","2014-07-14T00:00:00.000","2014-07-17T00:00:00.000","2014-07-17T00:00:00.000","660","NULL","26","NULL","NULL","NULL","1","NULL"
"269","9003401","3","2014-07-14T00:00:00.000","2014-07-16T00:00:00.000","2014-07-16T00:00:00.000","480","NULL","26","NULL","NULL","NULL","1","NULL"
"268","9003401","3","2014-07-14T00:00:00.000","2014-07-15T00:00:00.000","2014-07-15T00:00:00.000","480","NULL","26","NULL","NULL","NULL","1","NULL"
"203","9002229","2","2014-06-09T00:00:00.000","2014-06-13T15:00:00.000","2014-06-13T17:00:00.000","NULL","NULL","NULL","false","197","NULL","1","NULL"
"202","9002229","2","2014-06-09T00:00:00.000","2014-06-13T07:00:00.000","2014-06-13T07:30:00.000","NULL","NULL","NULL","false","196","NULL","1","NULL"
"284","9004464","2","2014-07-14T00:00:00.000","2014-07-19T08:00:00.000","2014-07-19T16:00:00.000","NULL","NULL","NULL","false","265","NULL","1","NULL"
"283","9004464","2","2014-07-14T00:00:00.000","2014-07-18T15:00:00.000","2014-07-18T16:00:00.000","NULL","NULL","NULL","false","264","NULL","1","NULL"
"282","9004464","2","2014-07-14T00:00:00.000","2014-07-17T20:00:00.000","2014-07-17T23:00:00.000","NULL","NULL","NULL","false","263","NULL","1","NULL"
"281","9004464","1","2014-07-14T00:00:00.000","2014-07-15T07:00:00.000","2014-07-15T15:00:00.000","NULL","NULL","NULL","NULL","262","NULL","1","2"
"299","9004464","2","2014-08-11T00:00:00.000","2014-08-17T18:00:00.000","2014-08-18T12:00:00.000","NULL","NULL","NULL","false","274","NULL","1","NULL"
"298","9004464","2","2014-08-11T00:00:00.000","2014-08-15T18:00:00.000","2014-08-16T12:00:00.000","NULL","NULL","NULL","false","273","NULL","1","NULL"
"265","9005495","2","2014-06-09T00:00:00.000","2014-06-13T15:00:00.000","2014-06-13T16:00:00.000","NULL","NULL","NULL","false","253","NULL","1","NULL"
"264","9005495","2","2014-06-09T00:00:00.000","2014-06-12T20:00:00.000","2014-06-12T23:00:00.000","NULL","NULL","NULL","false","252","NULL","1","NULL"
"304","9005412","2","2014-06-09T00:00:00.000","2014-06-12T20:00:00.000","2014-06-12T23:00:00.000","NULL","NULL","NULL","false","279","NULL","1","NULL"
"303","9005412","2","2014-06-09T00:00:00.000","2014-06-10T20:00:00.000","2014-06-10T23:00:00.000","NULL","NULL","NULL","false","278","NULL","1","NULL"
"302","9005412","2","2014-06-09T00:00:00.000","2014-06-09T20:00:00.000","2014-06-09T23:00:00.000","NULL","NULL","NULL","false","277","NULL","1","NULL"
"200","9002229","2","2014-06-09T00:00:00.000","2014-06-12T16:00:00.000","2014-06-12T22:00:00.000","NULL","NULL","NULL","false","195","NULL","1","NULL"
"199","9002229","2","2014-06-09T00:00:00.000","2014-06-12T07:00:00.000","2014-06-12T07:30:00.000","NULL","NULL","NULL","false","194","NULL","1","NULL"
"197","9002229","2","2014-06-09T00:00:00.000","2014-06-11T16:00:00.000","2014-06-11T18:00:00.000","NULL","NULL","NULL","false","193","NULL","1","NULL"
"196","9002229","2","2014-06-09T00:00:00.000","2014-06-11T07:00:00.000","2014-06-11T07:30:00.000","NULL","NULL","NULL","false","192","NULL","1","NULL"
"194","9002229","2","2014-06-09T00:00:00.000","2014-06-10T16:00:00.000","2014-06-10T22:00:00.000","NULL","NULL","NULL","false","191","NULL","1","NULL"
"193","9002229","2","2014-06-09T00:00:00.000","2014-06-10T07:00:00.000","2014-06-10T07:30:00.000","NULL","NULL","NULL","false","190","NULL","1","NULL"
"191","9002229","2","2014-06-09T00:00:00.000","2014-06-09T08:00:00.000","2014-06-09T11:00:00.000","NULL","NULL","NULL","false","189","NULL","1","NULL"
"189","9002229","2","2014-07-14T00:00:00.000","2014-07-15T16:00:00.000","2014-07-15T20:00:00.000","NULL","NULL","NULL","false","188","NULL","1","NULL"
"187","9002229","2","2014-07-14T00:00:00.000","2014-07-14T08:00:00.000","2014-07-14T14:00:00.000","NULL","NULL","NULL","false","187","NULL","1","NULL"
