"id_droit","id_agent","date_modification","is_approbateur","is_operateur","id_agent_delegataire","id_droit_approbateur","version"
"1523","9005671","2015-06-08T14:22:15.386","true","false","9004250","NULL","1"
"1097","9005614","2015-03-13T14:08:32.390","true","false","9002987","NULL","1"
"1048","9004355","2015-03-13T14:08:32.387","true","false","NULL","NULL","0"
"1872","9005130","2015-12-28T14:24:51.664","false","true","NULL","1127","0"
"1051","9002902","2015-03-13T14:08:32.387","true","false","NULL","NULL","0"
"1052","9005425","2015-03-13T14:08:32.387","true","false","NULL","NULL","0"
"1053","9003510","2015-03-13T14:08:32.387","true","false","NULL","NULL","0"
"1057","9003363","2015-03-13T14:08:32.387","true","false","9003368","NULL","1"
"1059","9003327","2015-03-13T14:08:32.387","true","false","NULL","NULL","0"
"1663","9005010","2015-06-29T11:14:08.072","false","true","NULL","1154","0"
"1063","9004682","2015-03-13T14:08:32.388","true","false","NULL","NULL","0"
"1064","9003566","2015-03-13T14:08:32.388","true","false","NULL","NULL","0"
"1666","9002607","2015-06-29T15:30:11.175","false","true","NULL","1130","0"
"1066","9005136","2015-03-13T14:08:32.388","true","false","NULL","NULL","0"
"1874","9005246","2016-01-05T07:42:14.299","false","true","NULL","1452","0"
"1070","9002728","2015-03-13T14:08:32.388","true","false","NULL","NULL","0"
"1072","9003686","2015-03-13T14:08:32.388","true","false","NULL","NULL","0"
"1916","9003620","2016-03-22T13:59:14.527","false","true","NULL","1474","0"
"1763","9005021","2015-08-17T08:32:15.498","true","false","9004114","NULL","1"
"1076","9004545","2015-03-13T14:08:32.389","true","false","NULL","NULL","0"
"1100","9005607","2015-03-13T14:08:32.390","true","false","9005280","NULL","1"
"1942","9005719","2016-06-09T10:32:46.629","true","false","NULL","NULL","0"
"1082","9005124","2015-03-13T14:08:32.389","true","false","NULL","NULL","0"
"1675","9005128","2015-07-01T13:59:17.020","true","false","NULL","NULL","0"
"1130","9003256","2015-03-13T14:08:32.392","true","false","9003934","NULL","1"
"1667","9004895","2015-06-30T07:05:54.091","false","true","NULL","1130","0"
"1668","9003934","2015-06-30T07:06:41.929","false","true","NULL","1130","0"
"1669","9005500","2015-06-30T07:07:59.635","false","true","NULL","1130","0"
"1670","9003189","2015-06-30T07:08:34.923","false","true","NULL","1130","0"
"1049","9004416","2015-03-13T14:08:32.387","true","false","9005748","NULL","1"
"1736","9004870","2015-07-28T13:31:29.564","true","false","NULL","NULL","0"
"1745","9005680","2015-08-12T13:28:07.075","false","true","NULL","1066","0"
"1119","9003810","2015-03-13T14:08:32.391","true","false","9004494","NULL","1"
"1875","9005653","2016-01-07T15:01:57.220","true","false","NULL","NULL","0"
"1102","9003191","2015-03-13T14:08:32.390","true","false","NULL","NULL","0"
"1103","9004132","2015-03-13T14:08:32.390","true","false","NULL","NULL","0"
"1104","9004278","2015-03-13T14:08:32.390","true","false","NULL","NULL","0"
"1143","9003365","2015-03-13T14:08:32.393","true","false","9005459","NULL","1"
"1106","9005120","2015-03-13T14:08:32.390","true","false","NULL","NULL","0"
"1107","9005150","2015-03-13T14:08:32.391","true","false","NULL","NULL","0"
"1108","9005539","2015-03-13T14:08:32.391","true","false","NULL","NULL","0"
"1067","9002981","2015-03-13T14:08:32.388","true","false","9003327","NULL","1"
"1110","9005511","2015-03-13T14:08:32.391","true","false","NULL","NULL","0"
"1111","9003807","2015-03-13T14:08:32.391","true","false","NULL","NULL","0"
"1521","9004335","2015-06-08T09:08:42.337","false","true","NULL","1141","0"
"1912","9005155","2016-03-18T09:38:22.382","false","true","NULL","1855","0"
"1115","9003067","2015-03-13T14:08:32.391","true","false","NULL","NULL","0"
"1117","9004934","2015-03-13T14:08:32.391","true","false","NULL","NULL","0"
"1122","9002997","2015-03-13T14:08:32.391","true","false","NULL","NULL","0"
"1478","9004125","2015-06-01T09:10:44.107","false","true","NULL","1477","0"
"1696","9003289","2015-07-08T15:40:30.418","false","true","NULL","1165","0"
"1673","9004541","2015-06-30T10:41:47.271","false","true","NULL","1576","0"
"1160","9003951","2015-03-13T14:08:32.394","true","false","NULL","NULL","4"
"1898","9005767","2016-02-17T13:41:58.769","true","false","NULL","NULL","0"
"1094","9003823","2015-03-13T14:08:32.390","true","false","9005486","NULL","2"
"1136","9004114","2015-03-13T14:08:32.392","true","false","NULL","NULL","0"
"1155","9003289","2015-03-13T14:08:32.394","true","false","9003620","NULL","1"
"1138","9005054","2015-03-13T14:08:32.392","true","false","NULL","NULL","0"
